profile_id_a,profile_id_b,entity_id_a,platform_a,platform_b,label
twitter_andrea_arden,instagram_tampamainstay,andreaarden,twitter,instagram,0
googleplus_hannahtaylor,instagram_adora,htcdesign,googleplus,instagram,0
googleplus_wendydawson,instagram_wendyleah,wendyleah,googleplus,instagram,1
twitter_projectsmith,instagram_carece,mikewsmith,twitter,instagram,0
googleplus_carmengmez,twitter_benenewton,carmengmz,googleplus,twitter,0
googleplus_leifkajrup,twitter_snekac,liffeman,googleplus,twitter,0
twitter_sotomi,instagram_shaker909,sotomi,twitter,instagram,0
googleplus_deanmarsden,instagram_dancermlove,deanmarsden,googleplus,instagram,0
twitter_rdhnk9,instagram_adamcoomes,rdhnk9,twitter,instagram,0
googleplus_sbastienraynal,twitter_sebraynal,sebraynal,googleplus,twitter,1
twitter_karineardault,instagram_floatingdino,karineardault,twitter,instagram,0
googleplus_yanngourvennec,instagram_jasonadsit,ygourven,googleplus,instagram,0
googleplus_tristankhalilsingkala,twitter_alidapollard,triz,googleplus,twitter,0
googleplus_gregodavila,instagram_guardic,gregodt,googleplus,instagram,0
googleplus_rinnesun,instagram_kirishiki_yasai,yasai,googleplus,instagram,1
twitter_jnicholes,instagram_nickcusters,jnicholes,twitter,instagram,0
twitter_journeynator,instagram_copano,breakbeat,twitter,instagram,0
twitter_itrimx,instagram_fotogramaclave,trimx,twitter,instagram,0
twitter_eduhecam,instagram_tommytrc,EduardoHernandezCamacho,twitter,instagram,0
googleplus_valentindpinkman,instagram_dabgenthong,valdpinkman,googleplus,instagram,0
googleplus_brettterpstra,twitter_joancolell,brettterpstra,googleplus,twitter,0
twitter_simonrobic,instagram_mitchbaldwin,simonrobic,twitter,instagram,0
googleplus_chrishartley,instagram_galo_lb,chrishartley,googleplus,instagram,0
twitter_palbertus,instagram_natashasmithphoto,palbertus,twitter,instagram,0
googleplus_ucheogbuji,instagram_brohansen1,uogbuji,googleplus,instagram,0
instagram_alissoneloi,twitter_alisejohnson,alissoneloi,instagram,twitter,0
googleplus_guillermonez,twitter_ongzb,guillew,googleplus,twitter,0
googleplus_butikrumahan,twitter_heyrui,ButikRumahan,googleplus,twitter,0
googleplus_parhambaghestani,twitter_parhamb,parhamb,googleplus,twitter,1
twitter_baudrillardo,instagram_dracorubio,carlosopitz,twitter,instagram,0
googleplus_bernadettefarriol,twitter_shaundavid,bernadettefarriol,googleplus,twitter,0
twitter_merterdir,instagram_rondoner,merterdir,twitter,instagram,0
googleplus_marialy,twitter_marialy,marialy,googleplus,twitter,1
googleplus_skylorlambert,instagram_polybi,skylorlambert,googleplus,instagram,0
googleplus_melissaalicia,twitter_ryuhollow,melissalicia,googleplus,twitter,0
instagram_davebos,twitter_davidbentor,davebos,instagram,twitter,0
googleplus_zacharycochran,twitter_zcochran88,zacharycochran,googleplus,twitter,1
twitter_kathrynburgner,instagram_marc_sauerwald,kathrynburgner,twitter,instagram,0
googleplus_keithheggaton,twitter_kheggg,keithheggaton,googleplus,twitter,1
googleplus_stiodascitaessdc,instagram_sitiodascitacoes,sitiodascitacoes,googleplus,instagram,1
googleplus_craigbruce,twitter_craigbruce,craigbruce,googleplus,twitter,1
googleplus_narendraangkita,instagram_narendrangkita,narendraangkita,googleplus,instagram,1
twitter_philjengkane,instagram_waelleb,PhilJengKane,twitter,instagram,0
googleplus_andyhickl,instagram_andyhickl10,andyhickl,googleplus,instagram,1
googleplus_dennismueller,twitter_tipjunkie,dm247,googleplus,twitter,0
googleplus_jasmineancrum,instagram_clareness,jasatl,googleplus,instagram,0
googleplus_rabindranathdas1983,twitter_matthewddsg,rabindranathdas83,googleplus,twitter,0
instagram_michelejmartin,twitter_buistbunch,michelejmartin,instagram,twitter,0
googleplus_sergioramirez,twitter_checoche,sergioeramirez,googleplus,twitter,0
instagram_carlosescri,twitter_carlosnunezo,carlosescribano,instagram,twitter,0
googleplus_tomokisuzuki,twitter_axtrone_photo,songbook,googleplus,twitter,0
googleplus_julmerolivero,twitter_mindeeaviva,crafter,googleplus,twitter,0
googleplus_pavelrakuan,instagram_ingray,pavelrakusan,googleplus,instagram,0
googleplus_patrickmillegan,twitter_andysym,pmillegan,googleplus,twitter,0
twitter_m0nkeybrains,instagram_djemiliot,georgecastro,twitter,instagram,0
googleplus_sarahvandenbroeck,twitter_barbarakingsley,sNarah,googleplus,twitter,0
googleplus_joshgillespie_joshuagillespie,twitter_lucgaloppin,joshuagillespie,googleplus,twitter,0
instagram_ramisoj555,twitter_jcjvm,ramisoj555,instagram,twitter,0
googleplus_matthewmcconnell1,twitter_3omaralamoudi,mattmcconnell,googleplus,twitter,0
instagram_themissiah,twitter_themactep,mrsanders,instagram,twitter,0
googleplus_benbeheshty,instagram_jasonsyptak,benbeheshty,googleplus,instagram,0
twitter_oguzhan_aktepe,instagram_shaymaa,oaktepe,twitter,instagram,0
instagram_zaava,twitter_zaava,zaava,instagram,twitter,1
twitter_asaferamos,instagram_mrandrewbradley,asaferamos,twitter,instagram,0
googleplus_naoyoshida,instagram_mekkachyld,kaede46,googleplus,instagram,0
googleplus_louisflixbinette,twitter_daneesey,iamlfb,googleplus,twitter,0
twitter_dralicious,instagram_lisasamples,andracynthia,twitter,instagram,0
googleplus_hyunheeban,twitter_maitran,hyunheeban,googleplus,twitter,0
instagram_rodolfokarvalho,twitter_rodolfokarvalho,rodolfokarvalho,instagram,twitter,1
googleplus_ernesthe,twitter_lovetamaraxo,ernesthe,googleplus,twitter,0
googleplus_aarongarsky,twitter_danielemoggia,garsky,googleplus,twitter,0
googleplus_terrenceherschelgay,twitter_revtim,entailestablishmentblogspotcom,googleplus,twitter,0
googleplus_dandonin,instagram_hakimology,danglar,googleplus,instagram,0
twitter_r7aal,instagram_sillygwailo,hassandawood,twitter,instagram,0
googleplus_simonesmith,twitter_simsjames,simonehsmith,googleplus,twitter,0
googleplus_lszlreszegi,twitter_jenngrover,laszloreszegi,googleplus,twitter,0
googleplus_leninluna,twitter_leninluna,leninluna,googleplus,twitter,1
googleplus_islametman,instagram_landervdb,islametman,googleplus,instagram,0
googleplus_zgeatal,instagram_josefnemec,kadraj,googleplus,instagram,0
googleplus_ralfvolkmer,instagram_missmilford,ralfvolkmer,googleplus,instagram,0
googleplus_lanelima,twitter_dianamcqueen,lanelima,googleplus,twitter,0
googleplus_nicoletteorlemans,twitter_nicolette_o,nicoletteorlemans,googleplus,twitter,1
googleplus_aalishanmatrix,instagram_teresabarrozo,aalishanmatrix,googleplus,instagram,0
googleplus_josaphatjarpa,twitter_josaphatjarpa,josaphatjarpa,googleplus,twitter,1
instagram_happesextalk,twitter_happesextalk,happEsextalk,instagram,twitter,1
googleplus_johnporcaro,instagram_mrjohnsarlis,johnporcaro,googleplus,instagram,0
twitter_sandyadriadi,instagram_ramoss,sandyadriadi,twitter,instagram,0
instagram_rviester,twitter_skubidu,robinviester,instagram,twitter,0
googleplus_laurenhayes,twitter_lilydalelah,lilydalelah,googleplus,twitter,1
twitter_nomadasia,instagram_themichaelshane,ICTicon,twitter,instagram,0
twitter_srintelligenius,instagram_c_thomp,intelligenius,twitter,instagram,0
googleplus_stephendowell,twitter_greeneyedgirlyg,SteveDowell,googleplus,twitter,0
instagram_jazrt,twitter_jcoger,jazrt,instagram,twitter,0
googleplus_williamscott,instagram_ercansevinc,williamscott,googleplus,instagram,0
twitter_jcarlossoto,instagram_feitiger,jcarlossoto,twitter,instagram,0
googleplus_johnmischief,instagram_diavian,johnmischief,googleplus,instagram,0
googleplus_johnthurm,instagram_andreyzhukov,johnthurm,googleplus,instagram,0
googleplus_nicolesy,twitter_jdeng01,nicolesy,googleplus,twitter,0
googleplus_chrispolkdetroit,instagram_chrispolk,chrispolk,googleplus,instagram,1
googleplus_peterplaatsman,twitter_thelondoneer,peterplaatsman,googleplus,twitter,0
googleplus_jamesmcknight,instagram_heatherpark,jamesmcknight,googleplus,instagram,0
twitter_mustafa_cevik,instagram_ryanhodek,MustafaCevik,twitter,instagram,0
twitter_sfrsln,instagram_pam_perry,sefaarslan,twitter,instagram,0
twitter_cyephotography,instagram_bmonzing,breabursch,twitter,instagram,0
googleplus_nicholaschen92,instagram_nchen92,nicholaschen,googleplus,instagram,1
googleplus_gustianabagus,instagram_gustiana,gustiana,googleplus,instagram,1
googleplus_ferranbrooks,instagram_pat_cletch,ferranbrooks,googleplus,instagram,0
googleplus_fcamps,instagram_drew42,felipecamara,googleplus,instagram,0
instagram_chanelleh,twitter_chahali,chanelleh,instagram,twitter,0
googleplus_philipbrookes,instagram_pfiel,pbrookes,googleplus,instagram,0
twitter_davidmaldridge,instagram_pixeltender,davidmaldridge,twitter,instagram,0
googleplus_rajkumarmbr,twitter_jakestatic,centrepoint,googleplus,twitter,0
googleplus_anyulled,instagram_nbernalq,anyulled,googleplus,instagram,0
instagram_dancingstorysinger,twitter_alisonwearing,AlisonWearing,instagram,twitter,1
googleplus_jorgeglez84,twitter_antoniorodilla,jorgeglez,googleplus,twitter,0
googleplus_dirkbakker,instagram_macenzo,macenzo,googleplus,instagram,1
googleplus_matthewjones510,instagram_aevanjeli,jonesmatt,googleplus,instagram,0
googleplus_mathieubellet,instagram_moscartong,MathieuBellet,googleplus,instagram,0
twitter_josedds,instagram_aleqz,josedds,twitter,instagram,0
instagram_mclerranmd,twitter_mclerranmd,McLerranMD,instagram,twitter,1
googleplus_gonoda,twitter_clouvi,gonoda,googleplus,twitter,0
googleplus_parthasrinivasan,twitter_joannasaurusrex,parthans,googleplus,twitter,0
twitter_juanlgomis,instagram_denisdubois,JuanGomis,twitter,instagram,0
googleplus_jasonweaverjtweav,instagram_devinelines,jtweav,googleplus,instagram,0
twitter_nadenemurray,instagram_marybphoto,NadeneMurray,twitter,instagram,0
googleplus_stephenpowellebc,twitter_abdisk,spowell,googleplus,twitter,0
instagram_rob_a_dub,twitter_rob_aris,robaris,instagram,twitter,1
googleplus_josebravoserrano,twitter_josephdavila,jlbravo,googleplus,twitter,0
googleplus_muratztrk,twitter_julianloperar,ozturkmurat,googleplus,twitter,0
instagram_diegogalmarini,twitter_diegogalmarini,diegogalmarini,instagram,twitter,1
googleplus_paulrainervonhabsburg,twitter_anelka,rainervonhabs,googleplus,twitter,0
googleplus_jamesngom,instagram_iangmcconnell,jamesngo,googleplus,instagram,0
googleplus_joseparismiraflores,instagram_joseparis,joseparis,googleplus,instagram,1
instagram_conoraltier,twitter_conoraltier,conoraltier,instagram,twitter,1
twitter_rogercopa,instagram_luanfr,rogerpalle,twitter,instagram,0
googleplus_joannadueweke,instagram_natediniro,jdueweke,googleplus,instagram,0
instagram_jamiaawilson,twitter_jamesadonner,jamiawilson,instagram,twitter,0
googleplus_sandrafiore,instagram_snaidero,tvorlandoflorida,googleplus,instagram,0
googleplus_michaelwitham,twitter_ro_jito,MichaelWitham,googleplus,twitter,0
googleplus_bentavener,instagram_dancumberland,bentavener,googleplus,instagram,0
googleplus_carloseduardosilva,twitter_susanmees,caredphoto,googleplus,twitter,0
twitter_beerpedaler,instagram_cdao11,tonydrewry,twitter,instagram,0
instagram_patmulles,twitter_patriciamellin,patmulles,instagram,twitter,0
googleplus_felicitashackmann,twitter_debisdesigning,felicitashackmann,googleplus,twitter,0
googleplus_paulsingh555,twitter_gawbul,singhpaul,googleplus,twitter,0
googleplus_davidhan,instagram_david_mf,shotanuke,googleplus,instagram,0
instagram_thesteckerls,twitter_shally,shallysteckerl,instagram,twitter,1
googleplus_carloshernndezaboytes,instagram_ryan_frazier,jenovaproject,googleplus,instagram,0
googleplus_stephenclark12,twitter_benlizzotte,sgclark,googleplus,twitter,0
googleplus_melissaolivero,instagram_almirot,littlebitsandpieces,googleplus,instagram,0
twitter_vandancd,instagram_khaimano,vandan,twitter,instagram,0
googleplus_endanasution,twitter_kkbyrns,endanst,googleplus,twitter,0
googleplus_hugocampos,twitter_victorrvillar,hugocampos,googleplus,twitter,0
instagram_asier3d,twitter_asier3d,Asier3d,instagram,twitter,1
twitter_jaryves,instagram_mussumalive,jaryves,twitter,instagram,0
googleplus_michelledavis,twitter_michaelvanlaar,shellyplayswithfire,googleplus,twitter,0
googleplus_enriquecatalina,twitter_goroji,ajuece,googleplus,twitter,0
twitter_iodicdesign,instagram_diegoandres1012,markorandjelovic,twitter,instagram,0
googleplus_maheepmandloi,twitter_fuadjais,DEMONstrate,googleplus,twitter,0
googleplus_stevetaylorgplus,twitter_marceldarvas,TheiGuy,googleplus,twitter,0
googleplus_chriswentz,twitter_christiandperez,chriswentz,googleplus,twitter,0
googleplus_joshrufer,twitter_albertobuenor,JRufer,googleplus,twitter,0
googleplus_toddmiddlebrooks,twitter_toddias,tmiddlebrooks,googleplus,twitter,0
googleplus_gregkendallball,twitter_gregkb,gregkendallball,googleplus,twitter,1
googleplus_thomasknuewer,twitter_thomasknorpp,knuewer,googleplus,twitter,0
googleplus_rondomingue,twitter_rondomingue,rondomingue,googleplus,twitter,1
twitter_atlas_sciences,instagram_teritemme,atlassciences,twitter,instagram,0
googleplus_meikahazim,twitter_pam_vickers,meikahazim,googleplus,twitter,0
instagram_acerentacargreece,twitter_acerentacargr,acerentacargreece,instagram,twitter,1
googleplus_emiescudero,instagram_chowhoundgta,emiescudero,googleplus,instagram,0
googleplus_cariesmall,instagram_george_cm,cariesmall,googleplus,instagram,0
googleplus_frankgoad,instagram_nellodee,frankgoad,googleplus,instagram,0
googleplus_michaeljohnliu,instagram_akkaouim,myclue,googleplus,instagram,0
googleplus_samlee561,twitter_fryedm,soflanetworking,googleplus,twitter,0
twitter_improset,instagram_andrewzander,improset,twitter,instagram,0
googleplus_coreyjohnson92,twitter_paul0evans1,coreyjo,googleplus,twitter,0
googleplus_feixiao,instagram_gemmaphelan,feixiao,googleplus,instagram,0
googleplus_hombrediario,instagram_lawandalha,jortegahd,googleplus,instagram,0
googleplus_jasonberry,twitter_jasongirard,jasonberry,googleplus,twitter,0
instagram_simonamelani,twitter_simonamelani,simonamelani,instagram,twitter,1
instagram_brunnocamara,twitter_brunosan,brunno,instagram,twitter,0
instagram_ahmedhamed20,twitter_almotamred,hamedahmed,instagram,twitter,1
googleplus_benlizzotte,instagram_logiops,benlizzotte,googleplus,instagram,0
instagram_kathcasriv,twitter_k4t4,kcasriv,instagram,twitter,1
twitter_jckime,instagram_asnood,JCKime,twitter,instagram,0
googleplus_mkdhawandelhi,instagram_italianspinonegifts,mkdhawan,googleplus,instagram,0
googleplus_lentrace,twitter_lentrace,lentrace,googleplus,twitter,1
googleplus_jakobmontrasio,instagram_thierryratsiz,jakobmontrasio,googleplus,instagram,0
googleplus_mattcollinge,twitter_aulia,604homes,googleplus,twitter,0
googleplus_lizhallpainspeaks,instagram_modaholic,painsufferersspeak,googleplus,instagram,0
googleplus_kirinmkii,twitter_gabriel_rinaldi,kirinmkii,googleplus,twitter,0
googleplus_juliodomingueztexotic,twitter_mattethan,texotic,googleplus,twitter,0
googleplus_peggydolane,instagram_freerangemom,peggydolane,googleplus,instagram,1
twitter_yuanga,instagram_customizedwalls,joangarcia,twitter,instagram,0
googleplus_michaelfranklin,instagram_msitarzewski,mcnm,googleplus,instagram,0
twitter_linuxdepot_br,instagram_fzzio,mbmaciel,twitter,instagram,0
googleplus_pamelahe,twitter_alifeallah,pamelahe,googleplus,twitter,0
googleplus_brimleal,twitter_vpelestratega,brimleal,googleplus,twitter,0
googleplus_kolinacicero,instagram_pufan,kolinacicero,googleplus,instagram,0
twitter_deandresays,instagram_guillenavarro,deandreupshaw,twitter,instagram,0
googleplus_renfabre,twitter_renefabre,renefabre,googleplus,twitter,1
googleplus_peteseroogy,instagram_peteseroogy,PeteSeroogy,googleplus,instagram,1
googleplus_tracybrown,twitter_tnkarts,tracyabrown,googleplus,twitter,1
googleplus_markbartucca,twitter_mulderdsm,markbartucca,googleplus,twitter,0
googleplus_jacqueswang,instagram_danilodelara,jacqueswang,googleplus,instagram,0
instagram_bluemeda,twitter_bluemeda,bluemeda,instagram,twitter,1
googleplus_hostalnogallasriazor,twitter_nogallas,Nogallas,googleplus,twitter,1
googleplus_kellykampen,twitter_gcotumaccio,kellykampen,googleplus,twitter,0
googleplus_christianthompson,instagram_reydelae,christianthompson,googleplus,instagram,0
twitter_triplem,instagram_sicarpv,triplem,twitter,instagram,0
googleplus_danielwoolnough,twitter_safecyclenet,DanielWoolnough,googleplus,twitter,0
googleplus_youngvoltsvictorprado,twitter_victorlgg,victorlgg,googleplus,twitter,1
instagram_cftxp,twitter_cftxp,cftxp,instagram,twitter,1
googleplus_laurirottmayer,twitter_denthrone,laurirottmayer,googleplus,twitter,0
googleplus_marcdomingodomingo92,twitter_onlinebuerger,marcdomingo,googleplus,twitter,0
googleplus_guillaumeoudenot,instagram_iguyom,GuillaumeOudenot,googleplus,instagram,1
googleplus_rafaelsocarras,twitter_yoleidycarvajal,rafaelsocarras,googleplus,twitter,0
googleplus_gerhardheinrich,instagram_yurtake,gerhardheinrich,googleplus,instagram,0
googleplus_zohebraza,twitter_ucitykid88,zohebraza,googleplus,twitter,0
googleplus_richtaylorllc,instagram_emailforhelp,richtaylorllc,googleplus,instagram,0
instagram_chadkanera,twitter_chankafai4,chadkanera,instagram,twitter,0
twitter_msdark,instagram_jacktravel,msdark,twitter,instagram,0
googleplus_benjamincolebrown,instagram_igle,benjamincole,googleplus,instagram,0
googleplus_matthewrogers13,instagram_wizardxp_official,matthewrogers,googleplus,instagram,0
twitter_6_clicks,instagram_sathyabcom,6clicks,twitter,instagram,0
googleplus_kevingawthrope,instagram_ghibril,gawthrok,googleplus,instagram,0
twitter_riccardoch,instagram_scooterryan79,chiariniriccardo,twitter,instagram,0
googleplus_doronvermaat,instagram_mudestructor,doronvermaat,googleplus,instagram,0
twitter_jesskilgannon,instagram_jonosapien,jesskilgannon,twitter,instagram,0
twitter_lucasferreracom,instagram_darkstardust,lucasferrera,twitter,instagram,0
googleplus_joakimradiomannkillingberg,twitter_ljphoto,radiomann1,googleplus,twitter,0
googleplus_danielandrew3,twitter_danilodelara,danielandrew3,googleplus,twitter,0
googleplus_varunpramanik,instagram_varunpramanik,varunpramanik,googleplus,instagram,1
twitter_annececilefraud,instagram_cheryll,annececilefraud,twitter,instagram,0
twitter_christiangiollo,instagram_joonchan,christiangiollo,twitter,instagram,0
