Original_location,Location_raw,Location_clean,Location_type,Location_valid,Latitude,Longitude
,,,unknown,0,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
henndorf a.w. | salzburg,henndorf a.w. | salzburg,henndorf a.w.  salzburg,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bloomington, IN","bloomington, in","bloomington, in",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"A Coruña, Spain","a coruña, spain","a coruña, spain",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Mount Kisco, NY","mount kisco, ny","mount kisco, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Melbourne, Australia","melbourne, australia","melbourne, australia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ruston, Louisiana","ruston, louisiana","ruston, louisiana",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Orange, California","orange, california","orange, california",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Kassel, Hessen","kassel, hessen","kassel, hessen",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Geneva, Switzerland","geneva, switzerland","geneva, switzerland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
The Left Coast,the left coast,the left coast,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Plano, Texas","plano, texas","plano, texas",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Wellington, New Zealand","wellington, new zealand","wellington, new zealand",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Houston, Texas","houston, texas","houston, texas",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Amsterdam,amsterdam,amsterdam,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bilbao - Gijón,bilbao - gijón,bilbao - gijón,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Tacoma, WA | http://david.qa/d","tacoma, wa | http://david.qa/d","tacoma, wa  httpdavid.qad",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Lubbock, TX","lubbock, tx","lubbock, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
San Jose Costa Rica,san jose costa rica,san jose costa rica,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bedford, TX, USA","bedford, tx, usa","bedford, tx, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
NYC,nyc,nyc,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Belo Horizonte, Brazil","belo horizonte, brazil","belo horizonte, brazil",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Berlin, Germany","berlin, germany","berlin, germany",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Winter Springs, FL, US, 32708","winter springs, fl, us, 32708","winter springs, fl, us, 32708",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
UK Charity,uk charity,uk charity,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Jacksonville, FL","jacksonville, fl","jacksonville, fl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Santa Barbara, CA","santa barbara, ca","santa barbara, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Georgetown, KY","georgetown, ky","georgetown, ky",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bangalore,bangalore,bangalore,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
From MZT but living @ MXL,from mzt but living @ mxl,from mzt but living  mxl,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Northern VA,northern va,northern va,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Pittsburgh PA,pittsburgh pa,pittsburgh pa,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
New York City,new york city,new york city,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Washington, DC","washington, dc","washington, dc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Southern Oregon,southern oregon,southern oregon,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
kcgi,kcgi,kcgi,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ilhota, Santa Catarina, Brasil","ilhota, santa catarina, brasil","ilhota, santa catarina, brasil",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Metro NYC Area, United States","metro nyc area, united states","metro nyc area, united states",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Grand Rapids, MI","grand rapids, mi","grand rapids, mi",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Valencia, España","valencia, españa","valencia, españa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Littleton, CO","littleton, co","littleton, co",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Southampton, England","southampton, england","southampton, england",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"iPhone: 52.387024,4.869444","iphone: 52.387024,4.869444","52.387024,4.869444",coordinates,1,52.387024,4.869444
,,,unknown,0,,
,,,unknown,0,,
"Chandler, AZ","chandler, az","chandler, az",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Westford, MA","westford, ma","westford, ma",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ahmedabad, Gujrat, India","ahmedabad, gujrat, india","ahmedabad, gujrat, india",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"La Mesa, CA","la mesa, ca","la mesa, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Poughkeepsie NY / Cape May NJ,poughkeepsie ny / cape may nj,poughkeepsie ny  cape may nj,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Sydney, Australia","sydney, australia","sydney, australia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Grand Rapids, MI","grand rapids, mi","grand rapids, mi",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Toronto,toronto,toronto,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Northern Virginia,northern virginia,northern virginia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Mohali,mohali,mohali,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Chemnitz, Germany","chemnitz, germany","chemnitz, germany",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Boulder, CO","boulder, co","boulder, co",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Denpasar, Bali","denpasar, bali","denpasar, bali",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
MLG - CGK - JOG - TKG - DJB,mlg - cgk - jog - tkg - djb,mlg - cgk - jog - tkg - djb,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Vancouver,vancouver,vancouver,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bangalore,bangalore,bangalore,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
somewhere under the sea,somewhere under the sea,somewhere under the sea,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Sligo/London,sligo/london,sligolondon,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
New York City,new york city,new york city,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
EXCLUSIVE,exclusive,exclusive,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Brussels, Belgium","brussels, belgium","brussels, belgium",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
DFW,dfw,dfw,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
San Francisco Bay Area,san francisco bay area,san francisco bay area,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Dublin,dublin,dublin,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Hong Kong,hong kong,hong kong,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Univerzum,univerzum,univerzum,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"ÜT: 52.372694,4.898891","üt: 52.372694,4.898891","52.372694,4.898891",coordinates,1,52.372694,4.898891
,,,unknown,0,,
,,,unknown,0,,
"north bay, on canada","north bay, on canada","north bay, on canada",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bonn, Germany","bonn, germany","bonn, germany",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"162 N 12th St, Brooklyn, NY 11249, USA","162 n 12th st, brooklyn, ny 11249, usa","162 n 12th st, brooklyn, ny 11249, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Suva, Fiji","suva, fiji","suva, fiji",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Moscow, Russia","moscow, russia","moscow, russia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bay Shore, NY","bay shore, ny","bay shore, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Pacific Beach, CA","pacific beach, ca","pacific beach, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Portsmouth, NH","portsmouth, nh","portsmouth, nh",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Washington DC,washington dc,washington dc,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Calgary, Alberta","calgary, alberta","calgary, alberta",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Right Behind You,right behind you,right behind you,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Portland, OR","portland, or","portland, or",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Berlin,berlin,berlin,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Zurich, Switzerland","zurich, switzerland","zurich, switzerland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Diego, CA","san diego, ca","san diego, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
deidesheim/berlin,deidesheim/berlin,deidesheimberlin,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Omaha, NE","omaha, ne","omaha, ne",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Vancouver, Canada","vancouver, canada","vancouver, canada",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ulldecona, España","ulldecona, españa","ulldecona, españa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"#Aachen, Germany, Europe","#aachen, germany, europe","aachen, germany, europe",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
California,california,california,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Online -  Perth,online - perth,online - perth,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Tacoma, WA","tacoma, wa","tacoma, wa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Manhattan - Upper West Side,manhattan - upper west side,manhattan - upper west side,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bondi Beach, Australia","bondi beach, australia","bondi beach, australia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ukraine, Lviv","ukraine, lviv","ukraine, lviv",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ad Dawhah, Doha","ad dawhah, doha","ad dawhah, doha",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Lisbon - Portugal,lisbon - portugal,lisbon - portugal,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Barquisimeto,barquisimeto,barquisimeto,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Northern Virginia,northern virginia,northern virginia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Johannesburg, South Africa","johannesburg, south africa","johannesburg, south africa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Earth, Solar System, Milky Way","earth, solar system, milky way","earth, solar system, milky way",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Long Beach, CA","long beach, ca","long beach, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"The Bronx, NY","the bronx, ny","the bronx, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Santiago, Chile","santiago, chile","santiago, chile",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Thailand,thailand,thailand,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
España,españa,españa,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Alemania,alemania,alemania,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bangalore,bangalore,bangalore,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"The Hague, NL","the hague, nl","the hague, nl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Juazeiro do Norte - CE,juazeiro do norte - ce,juazeiro do norte - ce,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"ÜT: -6.216985,106.836726","üt: -6.216985,106.836726","-6.216985,106.836726",coordinates,1,-6.216985,106.836726
,,,unknown,0,,
,,,unknown,0,,
in your timeline,in your timeline,in your timeline,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Paris,paris,paris,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Pamplona,pamplona,pamplona,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Alexandria, VA","alexandria, va","alexandria, va",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Montréal,montréal,montréal,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Gibsons, British Columbia","gibsons, british columbia","gibsons, british columbia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Fredericksburg, VA","fredericksburg, va","fredericksburg, va",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Gijón, Asturias (España)","gijón, asturias (españa)","gijón, asturias españa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Rawai, Thailand","rawai, thailand","rawai, thailand",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Antonio, TX","san antonio, tx","san antonio, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Alicante, Comunidad Valenciana","alicante, comunidad valenciana","alicante, comunidad valenciana",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Brescia,brescia,brescia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Roma,roma,roma,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Latam,latam,latam,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
SCL - Chile,scl - chile,scl - chile,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
the interwebs with kittens,the interwebs with kittens,the interwebs with kittens,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Santiago de cali , Colombia","santiago de cali , colombia","santiago de cali , colombia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Köln,köln,köln,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Brussels (Vilvoorde), Belgium","brussels (vilvoorde), belgium","brussels vilvoorde, belgium",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Cologne Germany,cologne germany,cologne germany,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Indian Archipelago,indian archipelago,indian archipelago,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
everywhere,everywhere,everywhere,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Groningen, The Netherlands","groningen, the netherlands","groningen, the netherlands",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bangalore-Shillong-Bangalore,bangalore-shillong-bangalore,bangalore-shillong-bangalore,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
São Paulo,são paulo,são paulo,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Kangra.UK.Mumbai.NCR, INDIA","kangra.uk.mumbai.ncr, india","kangra.uk.mumbai.ncr, india",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bengaluru India,bengaluru india,bengaluru india,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bixby, OK","bixby, ok","bixby, ok",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Athens,athens,athens,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Thessaloniki, Greece","thessaloniki, greece","thessaloniki, greece",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Russia, Vladimir","russia, vladimir","russia, vladimir",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Singapore,singapore,singapore,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Vacation Venue,vacation venue,vacation venue,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, USA","new york, usa","new york, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Brazil,brazil,brazil,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Jakarta,jakarta,jakarta,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Valencia,valencia,valencia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Taipei,taipei,taipei,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Nor Cal,nor cal,nor cal,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Earth,earth,earth,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Orange County, CA","orange county, ca","orange county, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Wallington, Surrey","wallington, surrey","wallington, surrey",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Liege, Belgium","liege, belgium","liege, belgium",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"London, England","london, england","london, england",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Cayman Islands,cayman islands,cayman islands,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
two steps ahead,two steps ahead,two steps ahead,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Austin, Texas","austin, texas","austin, texas",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Cambridge, UK","cambridge, uk","cambridge, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Boston, MA","boston, ma","boston, ma",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Phuket Province, Thailand","phuket province, thailand","phuket province, thailand",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Knoxville, TN","knoxville, tn","knoxville, tn",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ahmadabad City, India","ahmadabad city, india","ahmadabad city, india",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
New Hampshire,new hampshire,new hampshire,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Amsterdam,amsterdam,amsterdam,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Italy,italy,italy,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Mars,mars,mars,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Novosibirsk,novosibirsk,novosibirsk,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Upstate NY,upstate ny,upstate ny,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bonn, Germany","bonn, germany","bonn, germany",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
California,california,california,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Plano, Tx.","plano, tx.","plano, tx.",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Dublin, Ireland","dublin, ireland","dublin, ireland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Juan, Argentina","san juan, argentina","san juan, argentina",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Norway, Bergen","norway, bergen","norway, bergen",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Arizona, USA","arizona, usa","arizona, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Denver,denver,denver,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Denia, Alicante, España","denia, alicante, españa","denia, alicante, españa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Lousada, Portugal","lousada, portugal","lousada, portugal",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
D:/BW/Stuttgart/...,d:/bw/stuttgart/...,dbwstuttgart...,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Montréal,montréal,montréal,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Ravello,ravello,ravello,text_location,1,,
